length,numAlphas,numDigits,alphaDigitRatio,entropy,isHTTP,isHTTPS,params,anchors,directories,tld,age,class
104,75,12,6.25,4.761577551444518,1,0,2,0,2,com,5852,benign
84,65,7,9.285714285714286,4.601109275101642,1,0,2,0,3,com,8765,benign
120,91,8,11.375,4.5205492649485715,1,0,0,0,6,com,4907,benign
100,69,10,6.9,4.549436845812486,1,0,0,0,5,com,6056,benign
91,71,1,71.0,4.2445272590417105,1,0,0,0,3,tv,3764,benign
104,76,10,7.6,4.4926215467485715,1,0,0,0,4,com,9364,benign
265,209,7,29.857142857142858,4.305113499731456,1,0,0,0,3,com,10018,benign
83,67,0,1.0,4.302086269319079,0,1,0,0,4,com,3969,benign
118,94,7,13.428571428571429,4.602222577518062,1,0,0,0,3,com,4180,benign
87,50,23,2.1739130434782608,4.5169103067379455,1,0,0,0,10,com,3266,benign
90,64,7,9.142857142857142,4.236577574253504,1,0,0,0,14,net.ua,6339,benign
88,76,0,1.0,4.152455516317264,1,0,0,0,2,ru,4926,benign
88,60,10,6.0,4.365659637424812,1,0,0,0,5,com,4928,benign
192,70,61,1.1475409836065573,3.9510074766877437,1,0,0,0,4,com,8521,benign
129,83,27,3.074074074074074,4.6040177174332735,1,0,5,0,2,com,9463,benign
87,59,10,5.9,4.4011659362090505,1,0,0,0,5,com,4928,benign
94,66,7,9.428571428571429,4.439429775389598,1,0,0,0,3,net,7816,benign
128,92,12,7.666666666666667,4.554203638303333,1,0,0,0,5,com,8137,benign
83,67,4,16.75,4.5231527216756655,1,0,0,0,2,ru,4926,benign
99,77,7,11.0,4.504519499149213,1,0,0,0,2,com,6336,benign
96,54,27,2.0,4.536436757154084,1,0,1,0,4,com,9788,benign
105,80,2,40.0,4.107540433634799,1,0,0,0,2,info,612,benign
99,86,0,1.0,4.301544422638366,1,0,2,0,3,net,8189,benign
83,62,6,10.333333333333334,4.505466805719515,1,0,0,0,4,com,10175,benign
87,55,18,3.0555555555555554,4.498408692089247,1,0,0,0,10,com,3266,benign
155,106,21,5.0476190476190474,4.8438366900717105,1,0,0,0,3,cc,4054,benign
114,86,7,12.285714285714286,4.497873948812363,1,0,1,0,5,com,8410,benign
123,82,14,5.857142857142857,4.825151473990336,1,0,5,0,2,pl,8109,benign
90,75,0,1.0,4.1596062159188465,1,0,0,0,6,com,4297,benign
188,146,9,16.22222222222222,4.900938538207262,1,0,2,0,3,net,8189,benign
107,77,5,15.4,4.5213261608434,1,0,9,0,2,net,1616,benign
119,82,12,6.833333333333333,4.774483519990284,1,0,4,0,2,pl,8109,benign
121,97,7,13.857142857142858,4.417144679404214,1,0,0,0,2,com,6016,benign
118,64,36,1.7777777777777777,4.928425202500511,1,0,0,0,5,com,9383,benign
147,94,33,2.8484848484848486,4.956164579176698,1,0,1,0,2,net,3907,benign
86,62,8,7.75,4.493743569837127,1,0,0,0,5,com,2874,benign
263,116,74,1.5675675675675675,4.537020209845398,0,1,1,0,0,com,8023,benign
101,88,0,1.0,4.2887709538954315,1,0,2,0,3,net,8189,benign
119,87,8,10.875,4.335877823051384,1,0,0,0,5,com,6056,benign
92,43,18,2.388888888888889,4.088362138076311,1,0,0,0,5,ua,3237,benign
87,63,6,10.5,4.469601365345837,1,0,0,0,4,com,6259,benign
120,94,8,11.75,4.616441190295807,1,0,1,0,3,com,6588,benign
124,75,26,2.8846153846153846,4.715194879651984,1,0,5,0,2,com.tw,6291,benign
88,67,4,16.75,4.569465357362947,1,0,0,0,4,org,11125,benign
332,119,103,1.1553398058252426,3.545818988994039,1,0,0,0,3,org,5826,benign
99,78,0,1.0,4.08764851648541,1,0,0,0,1,org,4088,benign
106,84,5,16.8,4.392100527066545,1,0,0,0,3,com,10327,benign
113,84,8,10.5,4.474651907345552,1,0,0,0,3,com,10327,benign
299,98,100,0.98,3.567659599015748,1,0,0,0,4,net,3217,benign
135,90,21,4.285714285714286,4.920357777652712,1,0,0,0,3,cc,4054,benign
103,79,5,15.8,4.407137912779799,1,0,0,0,3,com,10327,benign
123,96,8,12.0,4.462486066213497,1,0,0,0,3,com,6588,benign
298,94,104,0.9038461538461539,3.504881378923892,1,0,0,0,4,net,3217,benign
89,37,24,1.5416666666666667,3.982877771363918,1,0,1,0,1,in,4509,benign
124,96,6,16.0,4.465830329558223,0,1,1,0,2,com,8627,benign
102,82,6,13.666666666666666,4.45404277400088,1,0,0,0,3,net.ua,6339,benign
86,63,7,9.0,4.554733250044528,1,0,0,0,5,com,8765,benign
325,123,108,1.1388888888888888,4.319638681427671,1,0,1,0,0,com,8023,benign
87,50,23,2.1739130434782608,4.420766307006908,1,0,0,0,10,com,3266,benign
91,71,4,17.75,4.32066777435402,1,0,0,0,4,org,11125,benign
87,51,22,2.3181818181818183,4.463701220725408,1,0,0,0,10,com,3266,benign
136,98,20,4.9,4.873016452948018,1,0,1,0,2,net,3907,benign
88,66,7,9.428571428571429,4.483254529088713,1,0,0,0,2,com,7384,benign
102,71,12,5.916666666666667,4.633402187421681,1,0,0,0,5,com,6342,benign
166,117,17,6.882352941176471,4.925470960573773,1,0,4,0,3,in,5799,benign
101,87,0,1.0,4.461562227096985,1,0,2,0,3,net,8189,benign
101,57,30,1.9,4.807141504605569,1,0,0,0,5,com,9383,benign
125,97,8,12.125,4.542215833493608,1,0,0,0,6,com,8765,benign
103,78,8,9.75,4.513506680601975,1,0,0,0,6,com,4907,benign
127,101,4,25.25,4.605366624649569,1,0,0,0,4,org,11125,benign
96,78,1,78.0,4.194999516649212,1,0,0,0,7,ro,5771,benign
131,103,5,20.6,4.560442554298127,1,0,1,0,4,net,2525,benign
101,61,13,4.6923076923076925,5.022978656058016,1,0,4,0,2,com,2482,benign
99,75,8,9.375,4.388138904913144,1,0,0,0,6,com,6017,benign
86,64,6,10.666666666666666,4.612156981814367,1,0,0,0,4,com,6259,benign
105,88,0,1.0,4.576170846623006,1,0,2,0,3,net,8189,benign
186,156,4,39.0,4.604224618122689,1,0,2,0,3,net,8189,benign
98,70,10,7.0,4.7093829226314465,1,0,0,0,2,pl,6417,benign
87,52,21,2.4761904761904763,4.476568065308902,1,0,0,0,10,com,3266,benign
96,74,7,10.571428571428571,4.6465531008306185,1,0,0,0,4,net,4454,benign
98,75,8,9.375,4.5350520648006745,1,0,0,0,6,com,6017,benign
88,73,0,1.0,4.187768802240317,1,0,0,0,5,com,7173,benign
94,78,1,78.0,4.148959634981274,1,0,0,0,7,ro,5771,benign
90,75,0,1.0,4.110522263498545,1,0,0,0,4,com,11065,benign
91,69,7,9.857142857142858,4.414680483825929,1,0,0,0,4,com,3784,benign
89,59,13,4.538461538461538,4.574323607798785,1,0,0,0,3,com,8073,benign
86,72,0,1.0,4.191043686800143,0,1,0,0,4,com,3969,benign
120,90,7,12.857142857142858,4.494198566669588,1,0,0,0,3,com,4682,benign
116,97,2,48.5,4.254900549564763,1,0,0,0,2,com,5433,benign
96,83,0,1.0,4.340244394069327,1,0,2,0,3,net,8189,benign
94,67,11,6.090909090909091,4.672153049146866,1,0,0,0,2,com,6336,benign
97,80,0,1.0,4.236331648894417,1,0,0,0,6,com,4297,benign
102,78,6,13.0,4.606577372632452,1,0,0,0,4,com,6259,benign
95,65,15,4.333333333333333,4.934991094949984,1,0,2,0,2,com,5852,benign
90,74,0,1.0,4.1033533422308315,1,0,0,0,3,com,4322,benign
264,208,37,5.621621621621622,5.902860103987667,0,1,1,0,1,com,7142,benign
87,64,7,9.142857142857142,4.401597778678398,1,0,0,0,2,com,6331,benign
235,146,50,2.92,5.471133480234026,1,0,6,0,3,pl,8109,benign
102,76,8,9.5,4.445662842900159,1,0,0,0,5,com,2874,benign
224,82,67,1.2238805970149254,3.6867685833292376,1,0,0,0,4,net,3217,benign
106,77,4,19.25,4.4848854606855975,1,0,9,0,2,net,1616,benign
152,98,28,3.5,5.0512305997871065,1,0,3,0,0,ru,5840,benign
128,98,5,19.6,4.513163359847786,1,0,1,0,4,net,2525,benign
110,81,4,20.25,4.492382068979308,1,0,9,0,2,net,1616,benign
132,103,6,17.166666666666668,4.481107115389565,1,0,0,0,3,net.ua,6339,benign
124,94,8,11.75,4.5016070401347505,1,0,0,0,6,com,4907,benign
109,73,10,7.3,4.744006491784863,1,0,5,0,2,pl,8109,benign
85,47,16,2.9375,4.471624648133409,1,0,0,0,5,com,7313,benign
88,60,9,6.666666666666667,4.399313370589702,1,0,0,0,7,com,4907,benign
84,70,0,1.0,4.376373077975718,1,0,0,0,4,com,9039,benign
101,75,10,7.5,4.617584603340948,0,1,1,0,2,com,8627,benign
155,105,32,3.28125,4.945926203725083,1,0,1,0,2,net,3907,benign
83,66,1,66.0,4.440059203224903,1,0,0,0,4,com,10175,benign
96,75,5,15.0,4.34554688257812,0,1,0,0,2,com,4561,benign
103,44,26,1.6923076923076923,3.771317991675248,1,0,0,0,3,ru,4663,benign
88,70,0,1.0,4.246634494644476,1,0,0,0,2,com,7993,benign
168,141,2,70.5,4.612524064051868,1,0,2,0,3,net,8189,benign
101,80,1,80.0,4.3847189692507245,1,0,0,0,2,com,6099,benign
176,129,20,6.45,4.874884783480863,1,0,1,0,1,com,4718,benign
101,80,6,13.333333333333334,4.4036599599222885,1,0,0,0,3,com,9565,benign
87,65,6,10.833333333333334,4.511756501959708,1,0,0,0,4,com,6259,benign
95,69,10,6.9,4.483845183600162,1,0,0,0,6,com,4907,benign
87,66,7,9.428571428571429,4.40415891116718,1,0,0,0,2,com,4060,benign
133,107,6,17.833333333333332,4.386172135987153,1,0,1,0,3,com,9565,benign
89,66,5,13.2,4.403633470716367,1,0,0,0,4,com,6259,benign
102,69,13,5.3076923076923075,4.73437862281707,1,0,1,0,5,pl,6417,benign
113,79,13,6.076923076923077,4.700451203249562,1,0,1,0,5,pl,6417,benign
99,73,2,36.5,4.126055549408196,1,0,0,0,2,info,612,benign
88,65,7,9.285714285714286,4.546047568126558,1,0,0,0,2,com,6331,benign
105,73,13,5.615384615384615,4.477117140849654,1,0,0,0,2,net,8095,benign
96,76,6,12.666666666666666,4.469717930974233,1,0,0,0,2,com,4060,benign
84,62,4,15.5,4.658213221317474,1,0,0,0,4,org,11125,benign
136,84,28,3.0,4.7863446622727075,1,0,6,0,2,com,9463,benign
92,75,0,1.0,4.2509421642180705,1,0,0,0,3,com,3266,benign
132,103,7,14.714285714285714,4.419690898530397,1,0,0,0,3,com,10175,benign
90,69,7,9.857142857142858,4.521027997804177,1,0,0,0,2,com,6336,benign
98,72,10,7.2,4.496992375329324,1,0,0,0,3,com,4180,benign
88,63,8,7.875,4.383735989715733,1,0,0,0,5,com,9232,benign
104,72,10,7.2,4.486076465000082,1,0,0,0,4,com,7131,benign
123,94,8,11.75,4.542461230631255,1,0,0,0,3,com,6588,benign
90,67,8,8.375,4.437476952000996,1,0,0,0,6,com,6017,benign
119,92,3,30.666666666666668,4.855841416532294,1,0,2,0,2,com,8641,benign
140,108,8,13.5,4.556362544965281,1,0,0,0,6,com,4907,benign
83,67,0,1.0,4.2022860416063965,1,0,0,0,6,com,4297,benign
116,99,0,1.0,4.18520182022654,1,0,0,0,5,com,7173,benign
126,97,6,16.166666666666668,4.463347956748198,1,0,0,0,5,com,5547,benign
92,37,27,1.3703703703703705,3.9153318842514455,1,0,0,0,3,com,4788,benign
97,69,7,9.857142857142858,4.506625925609786,1,0,0,0,7,com,8765,benign
119,81,13,6.230769230769231,4.798690112605714,1,0,4,0,2,pl,8109,benign
241,168,42,4.0,5.022351678080584,0,1,4,0,0,com,6427,benign
83,63,3,21.0,4.054564844818097,1,0,0,0,11,ru,4916,benign
99,75,7,10.714285714285714,4.499327831086062,1,0,0,0,2,com,9364,benign
135,99,14,7.071428571428571,4.64020631391751,1,0,0,0,5,com,9244,benign
111,83,12,6.916666666666667,4.483725265464824,1,0,0,0,3,com,10018,benign
327,132,101,1.306930693069307,4.486743651915132,1,0,1,0,0,com,8023,benign
105,75,13,5.769230769230769,4.673130936788568,1,0,0,0,4,com,6056,benign
103,82,5,16.4,4.49802131471135,1,0,0,0,3,net,3907,benign
298,129,84,1.5357142857142858,4.488378595656618,1,0,1,0,0,com,8023,benign
105,77,3,25.666666666666668,4.495132928629338,1,0,9,0,2,net,1616,benign
88,62,10,6.2,4.51775143271179,1,0,0,0,5,com,6342,benign
87,51,24,2.125,4.917619077409214,1,0,3,0,1,com,803,benign
224,109,61,1.7868852459016393,4.813356971540378,0,1,2,0,0,com,8023,benign
252,95,76,1.25,3.901759180186377,1,0,0,0,6,net,9262,benign
281,112,90,1.2444444444444445,4.501102878583755,0,1,1,0,0,com,8023,benign
95,68,10,6.8,4.616885652251494,1,0,0,0,3,com,6331,benign
83,68,1,68.0,4.162995379813143,1,0,0,0,5,ro,5771,benign
91,72,0,1.0,4.0593465560130015,1,0,0,0,1,org,4088,benign
94,64,12,5.333333333333333,4.929225358044529,1,0,0,0,3,cc,4054,benign
114,86,6,14.333333333333334,4.439345687950857,1,0,0,0,5,com,5547,benign
209,74,69,1.0724637681159421,3.9995476995098156,1,0,0,0,4,com,8521,benign
100,70,11,6.363636363636363,4.630952131492843,1,0,0,0,5,com,6056,benign
104,83,7,11.857142857142858,4.576178815362926,1,0,0,0,3,net,4454,benign
93,67,9,7.444444444444445,4.597420171337779,1,0,0,0,4,com,8073,benign
96,68,13,5.230769230769231,4.919813310120235,1,0,0,0,3,cc,4054,benign
120,100,0,1.0,4.220925539753797,1,0,0,0,3,com,8976,benign
91,76,0,1.0,4.2964799107988485,1,0,0,0,4,com,11065,benign
102,76,10,7.6,4.479429322133314,1,0,0,0,3,cc,4054,benign
100,77,7,11.0,4.389116597192415,1,0,0,0,5,com,3784,benign
242,90,75,1.2,3.8390176830354763,1,0,0,0,6,net,9262,benign
105,81,5,16.2,4.4001538447461375,1,0,0,0,3,com,10327,benign
94,62,12,5.166666666666667,4.4778112775199235,1,0,0,0,5,com,6144,benign
147,55,46,1.1956521739130435,4.218975553658804,1,0,0,0,4,com,8521,benign
101,72,7,10.285714285714286,4.405402344057347,1,0,0,0,5,com,5547,benign
83,59,8,7.375,4.410873849157793,1,0,0,0,5,com,9232,benign
93,63,11,5.7272727272727275,4.317144965719014,1,0,0,0,5,com,10082,benign
89,73,1,73.0,4.144046527249101,1,0,0,0,5,ro,5771,benign
100,69,12,5.75,4.7170131604607075,1,0,0,0,3,cc,4054,benign
87,54,19,2.8421052631578947,4.413237318132729,1,0,0,0,10,com,3266,benign
89,66,6,11.0,4.336297236506262,1,0,0,0,3,com,10327,benign
119,93,8,11.625,4.456716649470042,1,0,0,0,3,com,6588,benign
113,82,8,10.25,4.346587783316096,1,0,0,0,5,com,6056,benign
89,66,8,8.25,4.6343795400229,0,1,0,0,5,com,8137,benign
92,39,25,1.56,3.8828439517520117,1,0,0,0,3,com,4788,benign
100,65,13,5.0,4.68804719093831,1,0,0,0,5,ua,3237,benign
119,96,1,96.0,4.126309705308698,1,0,0,0,7,co.id,4862,benign
88,65,6,10.833333333333334,4.374206723101002,1,0,0,0,5,com,9198,benign
89,74,0,1.0,4.270003590103002,1,0,0,0,4,com,10175,benign
115,91,7,13.0,4.501192934840146,1,0,0,0,3,com.ua,3740,benign
101,80,2,40.0,4.4932077059343065,1,0,0,0,4,com,3802,benign
98,71,10,7.1,4.490089085652034,1,0,0,0,5,com,6342,benign
85,38,20,1.9,3.944610768154347,1,0,0,0,3,ru,4663,benign
97,70,8,8.75,4.40712608587367,1,0,0,0,5,com,9745,benign
96,73,7,10.428571428571429,4.379529686936624,1,0,0,0,2,com,6336,benign
160,107,29,3.689655172413793,5.034149131920001,1,0,1,0,2,net,3907,benign
96,59,14,4.214285714285714,4.67541836137583,1,0,6,0,3,com,5712,benign
95,75,1,75.0,4.165817215587059,1,0,3,0,3,com,3992,benign
112,86,9,9.555555555555555,4.52119903416635,1,0,0,0,4,com,6056,benign
128,105,2,52.5,4.32387099133409,1,0,0,0,5,com,7173,benign
94,62,14,4.428571428571429,4.501813646752782,1,0,0,0,9,com,9198,benign
89,63,7,9.0,4.223537116653203,1,0,0,0,14,net.ua,6339,benign
93,55,21,2.619047619047619,4.765484516478452,1,0,2,0,2,net,6452,benign
106,79,10,7.9,4.576042708003178,1,0,0,0,2,com,6331,benign
87,52,21,2.4761904761904763,4.443754812754034,1,0,0,0,10,com,3266,benign
107,71,15,4.733333333333333,5.067545525085215,1,0,0,0,3,cc,4054,benign
140,114,6,19.0,4.4123046447292715,1,0,0,0,3,net.ua,6339,benign
111,79,8,9.875,4.822279636999424,0,1,6,0,0,com,6150,benign
83,70,0,1.0,4.099917567053497,1,0,0,0,4,com,9039,benign
95,77,1,77.0,4.104558973693,1,0,0,0,5,com,7173,benign
89,69,6,11.5,4.397020428656723,1,0,0,0,3,com,4180,benign
112,82,5,16.4,4.591940614854036,1,0,9,0,2,net,1616,benign
154,106,24,4.416666666666667,4.880821251385062,1,0,1,0,2,net,3907,benign
86,65,8,8.125,4.395538487824941,1,0,0,0,6,com,6017,benign
156,53,54,0.9814814814814815,4.100671998907624,1,0,0,0,4,com,8521,benign
113,82,6,13.666666666666666,4.615899318763262,1,0,9,0,2,net,1616,benign
91,70,5,14.0,4.585992070180876,1,0,0,0,1,com,7024,benign
103,44,26,1.6923076923076923,3.886644537049707,1,0,0,0,3,ru,4663,benign
86,64,9,7.111111111111111,4.654211814718292,1,0,0,0,4,com,6086,benign
190,114,35,3.257142857142857,4.751188100976683,1,0,6,0,5,ru,8865,benign
84,71,0,1.0,4.355023566265563,1,0,0,0,6,ru,4665,benign
353,128,121,1.0578512396694215,4.254441099560147,1,0,1,0,0,com,8023,benign
325,129,102,1.2647058823529411,4.302935034513746,1,0,1,0,0,com,8023,benign
136,84,34,2.4705882352941178,5.047658731804732,1,0,1,0,2,net,3907,benign
126,101,4,25.25,4.431934020081264,0,1,0,0,2,com,8627,benign
93,69,6,11.5,4.5663647180728555,1,0,0,0,3,com,4682,benign
169,61,52,1.1730769230769231,3.7632443735393344,1,0,0,0,4,net,3217,benign
87,50,23,2.1739130434782608,4.509678232219661,1,0,0,0,10,com,3266,benign
105,65,13,5.0,4.948310489070292,1,0,4,0,2,com,2482,benign
96,75,6,12.5,4.44102118616003,1,0,0,0,0,com,4682,benign
115,96,2,48.0,4.2831522641182165,1,0,0,0,2,com,5433,benign
147,44,57,0.7719298245614035,4.124602075269657,1,0,0,0,4,com,8521,benign
142,110,5,22.0,4.373624365200752,1,0,1,0,4,net,2525,benign
83,61,8,7.625,4.293891849825905,1,0,0,0,5,com,9232,benign
170,113,29,3.896551724137931,5.152885600267953,1,0,3,0,0,ru,5840,benign
162,59,53,1.1132075471698113,3.926657744101331,1,0,0,0,3,net,3217,benign
101,56,29,1.9310344827586208,4.624963152483301,1,0,0,0,6,com,6017,benign
130,97,7,13.857142857142858,4.976064260863924,0,1,2,0,0,com,8023,benign
97,72,6,12.0,4.473811674045525,1,0,0,0,4,com,6259,benign
116,81,15,5.4,4.680301477930458,1,0,0,0,5,com,6849,benign
99,75,6,12.5,4.548513697348445,1,0,0,0,5,com,5547,benign
87,64,8,8.0,4.6602605205541625,1,0,1,0,2,com,6179,benign
83,62,5,12.4,4.5473654209381476,1,0,0,0,1,com,7024,benign
125,94,8,11.75,4.445995703083858,1,0,0,0,6,com,4907,benign
90,69,3,23.0,4.666621365001511,1,0,1,0,3,com,3329,benign
227,103,62,1.6612903225806452,4.661751270053567,1,0,1,0,0,com,8023,benign
98,78,2,39.0,4.193686368665288,1,0,0,0,3,com,6411,benign
86,60,6,10.0,4.488461803773975,1,0,0,0,3,com,8325,benign
96,56,22,2.5454545454545454,4.969673413420762,1,0,0,0,3,cc,4054,benign
96,77,2,38.5,4.745344178490661,1,0,2,0,2,com,6099,benign
95,67,8,8.375,4.48020548272713,1,0,4,0,2,ru,8865,benign
93,62,16,3.875,4.7117125421237,1,0,0,0,1,com,820,benign
108,79,4,19.75,4.528631457201291,1,0,9,0,2,net,1616,benign
134,84,28,3.0,4.904561039416657,1,0,1,0,2,net,3907,benign
127,81,29,2.793103448275862,4.824650271231252,1,0,1,0,2,net,3907,benign
96,75,0,1.0,4.565569376759603,1,0,4,0,2,in,5799,benign
112,89,1,89.0,4.345296657863271,1,0,0,0,3,net,2525,benign
99,78,2,39.0,4.161741030121644,1,0,0,0,3,com,6411,benign
83,63,4,15.75,4.422879420511403,1,0,0,0,6,com,8585,benign
87,53,20,2.65,4.4892508589613165,1,0,0,0,10,com,3266,benign
84,61,11,5.545454545454546,4.655062477192589,1,0,0,0,3,org,8861,benign
104,68,20,3.4,4.596095064963775,1,0,0,0,4,com,7384,benign
123,72,28,2.5714285714285716,4.94924796904317,1,0,5,0,2,com.tw,6291,benign
92,71,5,14.2,4.205642805532861,1,0,0,0,2,com,5704,benign
87,51,22,2.3181818181818183,4.448241703852462,1,0,0,0,10,com,3266,benign
99,63,18,3.5,4.91951426253229,1,0,0,0,3,cc,4054,benign
84,58,9,6.444444444444445,4.4878650016851465,1,0,0,0,5,com,6056,benign
86,71,0,1.0,4.108179436161877,1,0,0,0,4,com,11065,benign
164,135,0,1.0,4.22984133103654,1,0,0,0,3,com,8976,benign
84,65,7,9.285714285714286,4.39830299511556,1,0,0,0,3,net,5609,benign
87,52,21,2.4761904761904763,4.416576330264377,1,0,0,0,10,com,3266,benign
101,43,24,1.7916666666666667,4.05155938402094,1,0,0,0,4,net,3217,benign
137,90,28,3.2142857142857144,4.987717880689065,1,0,1,0,2,net,3907,benign
103,89,0,1.0,4.402717610917335,1,0,2,0,3,net,8189,benign
87,54,19,2.8421052631578947,4.426401077072115,1,0,0,0,10,com,3266,benign
148,117,6,19.5,4.40734739733436,1,0,0,0,3,net.ua,6339,benign
107,87,2,43.5,4.464292427826872,1,0,1,0,3,com,9788,benign
91,70,7,10.0,4.449374449240991,1,0,0,0,4,com,6086,benign
85,64,8,8.0,4.396747848408698,1,0,0,0,2,com,4718,benign
107,50,28,1.7857142857142858,4.367021781223599,1,0,0,0,6,net,9262,benign
88,64,8,8.0,4.3522484904751995,1,0,0,0,5,com,6056,benign
114,77,15,5.133333333333334,4.826949419637538,1,0,0,0,3,cc,4054,benign
103,76,12,6.333333333333333,4.933883965095634,1,0,2,0,2,com,5852,benign
89,69,3,23.0,4.372287162783753,1,0,0,0,3,com,6056,benign
104,87,0,1.0,4.124552842758,1,0,0,0,5,com,7173,benign
95,73,6,12.166666666666666,4.454771892468961,1,0,0,0,4,com,3784,benign
149,108,17,6.352941176470588,5.063175843658599,1,0,2,0,1,com,4718,benign
89,71,0,1.0,4.217353620103753,1,0,0,0,3,com,6411,benign
93,62,10,6.2,4.4194543071517405,1,0,0,0,3,com,7131,benign
89,68,8,8.5,4.6110134798659,1,0,0,0,4,net,4454,benign
184,61,66,0.9242424242424242,3.962435084706497,1,0,0,0,1,com,3530,benign
