length,numAlphas,numDigits,alphaDigitRatio,entropy,isHTTP,isHTTPS,params,anchors,directories,tld,age,class
162,57,51,1.1176470588235294,3.8626173217619066,1,0,0,0,4,net,3217,benign
87,53,20,2.65,4.465595439534381,1,0,0,0,10,com,3266,benign
85,70,0,1.0,4.595802960626865,1,0,3,0,2,com,3986,benign
115,87,9,9.666666666666666,4.596814347208403,1,0,0,0,3,com,6588,benign
98,83,0,1.0,4.325419689283498,1,0,0,0,6,ru,4665,benign
94,63,15,4.2,4.670273864530745,1,0,0,0,3,cc,4054,benign
129,100,8,12.5,4.576238698493866,1,0,0,0,6,com,4907,benign
128,81,19,4.2631578947368425,5.097372562960809,1,0,0,0,3,cc,4054,benign
142,104,23,4.521739130434782,4.98092075248856,0,1,1,0,8,org,8811,benign
83,64,2,32.0,4.33760747474276,1,0,0,0,3,com,6411,benign
113,82,6,13.666666666666666,4.615899318763262,1,0,9,0,2,net,1616,benign
94,73,0,1.0,4.020239418056418,1,0,0,0,3,com,5979,benign
263,86,86,1.0,3.650868688931276,1,0,0,0,4,net,3217,benign
95,69,6,11.5,4.350477023045908,1,0,0,0,3,com,10327,benign
120,85,14,6.071428571428571,4.4792781504877475,1,0,0,0,5,com,9244,benign
85,72,0,1.0,4.40442170804864,1,0,1,0,3,com,6336,benign
99,68,13,5.230769230769231,4.544598388632239,1,0,0,0,4,com,8073,benign
94,80,1,80.0,4.583584666601198,1,0,0,0,2,com,3329,benign
97,72,6,12.0,4.534875819573299,1,0,0,0,4,com,9673,benign
105,71,18,3.9444444444444446,4.914757694092465,1,0,0,0,3,cc,4054,benign
158,102,31,3.2903225806451615,4.825766015620879,0,1,1,0,0,com,6386,benign
85,57,15,3.8,4.808742554392864,0,1,1,0,1,com,7484,benign
178,121,31,3.903225806451613,4.994083797081047,1,0,1,0,2,net,3907,benign
105,72,9,8.0,4.754031471915378,1,0,4,0,2,pl,8109,benign
88,71,0,1.0,4.228343125616785,1,0,0,0,6,com,4297,benign
87,52,21,2.4761904761904763,4.46559543953438,1,0,0,0,10,com,3266,benign
87,52,21,2.4761904761904763,4.484097054183079,1,0,0,0,10,com,3266,benign
150,118,7,16.857142857142858,4.8364673281762185,1,0,2,0,3,net,8189,benign
84,67,0,1.0,4.085869942849444,1,0,0,0,1,org,4088,benign
108,78,8,9.75,4.449668861185738,1,0,0,0,6,com,4907,benign
86,72,1,72.0,4.437829205800222,1,0,0,0,1,com,3922,benign
99,76,8,9.5,4.526808802344636,1,0,0,0,4,net,5156,benign
307,127,92,1.3804347826086956,4.48975590099135,1,0,1,0,0,com,8023,benign
95,64,15,4.266666666666667,4.869201466331163,1,0,0,0,3,cc,4054,benign
88,62,9,6.888888888888889,4.549348636938526,1,0,0,0,3,com,4180,benign
83,61,7,8.714285714285714,4.752808070936153,1,0,0,0,2,co.id,4862,benign
98,74,6,12.333333333333334,4.440856301801516,1,0,0,0,3,com,10327,benign
113,83,6,13.833333333333334,4.335281160294648,1,0,0,0,3,com,10327,benign
111,92,3,30.666666666666668,4.668844603174882,1,0,1,0,1,com,3922,benign
140,90,32,2.8125,5.08988283248154,1,0,1,0,2,net,3907,benign
107,77,5,15.4,4.555994440698976,1,0,9,0,2,net,1616,benign
113,85,12,7.083333333333333,4.523744919543195,1,0,0,0,3,com,10018,benign
91,51,20,2.55,4.880845535960757,0,1,2,0,3,com,6378,benign
95,69,10,6.9,4.518105883985662,1,0,0,0,3,com,6331,benign
279,105,86,1.2209302325581395,3.9116436880032164,1,0,0,0,6,net,9262,benign
224,109,61,1.7868852459016393,4.792046061291156,0,1,2,0,0,com,8023,benign
90,74,4,18.5,4.40310563143847,1,0,0,0,2,tv,4064,benign
92,75,1,75.0,4.218766469922316,1,0,0,0,1,is,760,benign
100,77,7,11.0,4.4772851223833445,1,0,0,0,2,com.ua,3740,benign
84,67,0,1.0,4.314396738921804,1,0,0,0,4,net,6404,benign
86,65,6,10.833333333333334,4.47356522688934,1,0,0,0,2,pl,6417,benign
104,71,14,5.071428571428571,4.480650898492195,1,0,0,0,5,com,9244,benign
162,103,35,2.942857142857143,5.07671005485227,1,0,1,0,2,net,3907,benign
88,68,6,11.333333333333334,4.47416958085248,1,0,0,0,3,com,4682,benign
98,80,1,80.0,3.9510464585025256,1,0,0,0,5,ro,5771,benign
88,65,6,10.833333333333334,4.4966500019547135,1,0,0,0,5,com,5547,benign
178,62,61,1.0163934426229508,4.100017881590666,1,0,0,0,4,com,8521,benign
95,78,2,39.0,4.517268206575418,1,0,2,0,3,net,8189,benign
168,101,27,3.740740740740741,5.061346213640681,1,0,0,0,3,cc,4054,benign
130,56,32,1.75,3.4961586756728935,1,0,0,0,3,ru,4663,benign
91,62,11,5.636363636363637,4.544353770197142,1,0,0,0,2,com,8073,benign
98,79,0,1.0,4.464453847166582,1,0,0,0,2,com,6099,benign
91,73,2,36.5,4.161510467545825,1,0,2,0,2,com,5894,benign
348,290,49,5.918367346938775,5.749247929151555,1,0,0,0,5,com,9244,benign
114,88,8,11.0,4.485128854169045,1,0,0,0,2,com,4060,benign
95,69,10,6.9,4.483845183600162,1,0,0,0,6,com,4907,benign
99,70,14,5.0,4.6698892277542745,1,0,0,0,1,com,820,benign
123,72,28,2.5714285714285716,4.932987806441544,1,0,5,0,2,com.tw,6291,benign
101,77,7,11.0,4.50136540568078,1,0,0,0,2,com,9364,benign
87,53,20,2.65,4.335594933050389,1,0,0,0,10,com,3266,benign
166,102,38,2.6842105263157894,4.95172696194512,1,0,1,0,2,net,3907,benign
123,72,28,2.5714285714285716,4.9066047780038495,1,0,5,0,2,com.tw,6291,benign
106,78,3,26.0,4.552049757655065,1,0,9,0,2,net,1616,benign
83,67,0,1.0,4.196723999629873,1,0,0,0,3,com,8976,benign
92,72,6,12.0,4.4369178320439175,1,0,0,0,5,com,9198,benign
86,68,0,1.0,4.399859454474952,0,1,1,0,5,com,7807,benign
128,102,4,25.5,4.457911232371359,1,0,0,0,4,org,11125,benign
97,68,8,8.5,4.506194544373019,1,0,0,0,5,com,9232,benign
97,80,0,1.0,4.306062394104468,1,0,0,0,2,com,6508,benign
141,98,12,8.166666666666666,4.7318476217343814,1,0,0,0,3,cc,4054,benign
95,70,8,8.75,4.513454751940236,0,1,0,0,5,com,8137,benign
141,119,0,1.0,4.2964065149933734,1,0,0,0,5,com,7173,benign
88,60,11,5.454545454545454,4.5656638765201185,1,0,0,0,3,com,8073,benign
89,71,0,1.0,4.527448639352928,1,0,0,0,3,in,5799,benign
91,68,8,8.5,4.679544955697111,0,1,1,0,2,com,8627,benign
98,53,22,2.409090909090909,4.99901054464109,0,1,2,0,3,com,6378,benign
128,108,2,54.0,4.544551619091999,1,0,2,0,3,net,8189,benign
87,50,23,2.1739130434782608,4.505191341121234,1,0,0,0,10,com,3266,benign
95,72,9,8.0,4.625471472830079,0,1,1,0,2,com,8627,benign
117,79,24,3.2916666666666665,4.774779546910092,1,0,1,0,2,net,3907,benign
93,76,0,1.0,4.47477776896414,0,1,1,0,3,com,6774,benign
185,69,59,1.1694915254237288,4.153347745499551,1,0,0,0,4,com,8521,benign
135,84,28,3.0,4.812541803119793,1,0,6,0,2,com,9463,benign
125,92,10,9.2,4.513453331128094,1,0,0,0,6,com,4907,benign
101,86,0,1.0,4.174443006247137,1,0,0,0,4,com,7173,benign
323,113,100,1.13,3.468933230822551,1,0,0,0,4,net,3217,benign
139,89,28,3.1785714285714284,5.111998785896922,1,0,3,0,0,ru,5840,benign
105,86,1,86.0,4.170304922673047,1,0,0,0,7,co.id,4862,benign
109,82,8,10.25,4.382403728578089,1,0,0,0,5,com,6144,benign
121,80,14,5.714285714285714,4.868924812748205,1,0,2,0,2,com,9463,benign
84,67,0,1.0,4.113330318630758,1,0,0,0,1,org,4088,benign
110,76,13,5.846153846153846,4.561795451010214,1,0,0,0,5,com,6056,benign
104,77,8,9.625,4.542445687652806,1,0,0,0,4,com,3784,benign
192,108,35,3.085714285714286,4.509770449336009,1,0,4,0,3,ua,3237,benign
103,86,0,1.0,4.266613179910904,1,0,0,0,5,com,7173,benign
120,97,6,16.166666666666668,4.349989786537162,1,0,0,0,3,com,4682,benign
85,72,0,1.0,4.37739991454663,1,0,0,0,6,ru,4665,benign
135,51,40,1.275,3.858373221317927,1,0,0,0,4,net,3217,benign
140,88,28,3.142857142857143,4.790437955578477,1,0,6,0,2,com,9463,benign
101,80,7,11.428571428571429,4.38232550391053,0,1,0,0,2,com,8627,benign
91,69,7,9.857142857142858,4.367133312368858,1,0,0,0,3,com,6086,benign
237,84,77,1.0909090909090908,3.7840106684859847,1,0,0,0,6,net,9262,benign
99,74,6,12.333333333333334,4.2660382822357095,1,0,0,0,3,com,10327,benign
129,83,27,3.074074074074074,4.624150784263379,1,0,5,0,2,com,9463,benign
109,85,2,42.5,4.693246284531367,1,0,3,0,3,co.id,4862,benign
120,91,7,13.0,4.459979638999221,1,0,0,0,5,com,5547,benign
91,69,10,6.9,4.480675488582262,1,0,0,0,3,org,5337,benign
109,93,1,93.0,4.593623173653002,1,0,0,0,1,com,3922,benign
92,69,5,13.8,4.484038288544768,1,0,0,0,4,com,6259,benign
145,91,34,2.676470588235294,4.959803416731171,1,0,1,0,2,net,3907,benign
87,64,8,8.0,4.4885839452815075,1,0,0,0,6,com,6017,benign
174,60,59,1.0169491525423728,4.025937993105167,1,0,0,0,4,com,8521,benign
118,92,1,92.0,4.296375782581746,1,0,0,0,3,net,2525,benign
119,94,7,13.428571428571429,4.38331663782276,1,0,0,0,2,com,6016,benign
114,90,6,15.0,4.385112957827509,1,0,0,0,3,com,9565,benign
180,100,35,2.857142857142857,4.565003590317179,1,0,4,0,3,ua,3237,benign
88,65,8,8.125,4.620721818946112,1,0,0,0,3,com,6588,benign
114,69,15,4.6,4.9566832470658655,1,0,4,0,2,com,2482,benign
145,119,2,59.5,4.353542330073179,1,0,0,0,5,com,7173,benign
130,73,39,1.8717948717948718,5.036582667823925,1,0,1,0,2,net,3907,benign
83,67,0,1.0,4.323186870819235,1,0,0,0,4,com,9039,benign
101,80,1,80.0,4.3847189692507245,1,0,0,0,2,com,6099,benign
118,92,6,15.333333333333334,4.465747733589431,1,0,0,0,3,com,4180,benign
101,83,2,41.5,4.476094563187946,1,0,1,0,3,com,9788,benign
93,79,0,1.0,4.289294530603068,1,0,2,0,3,net,8189,benign
85,62,8,7.75,4.497889031254702,1,0,0,0,6,com,6017,benign
84,56,9,6.222222222222222,4.535789602515973,1,0,0,0,3,com,6086,benign
87,73,0,1.0,4.042644502958175,0,1,0,0,7,com,2980,benign
142,90,33,2.727272727272727,5.0327372384279485,1,0,1,0,2,net,3907,benign
98,75,2,37.5,4.648215018884775,1,0,3,0,4,in,5799,benign
172,66,51,1.2941176470588236,3.9268998032447997,1,0,0,0,3,net,3217,benign
135,106,5,21.2,4.5570506919336085,1,0,1,0,4,net,2525,benign
100,40,28,1.4285714285714286,3.8184648622188853,1,0,0,0,3,ru,4663,benign
105,71,11,6.454545454545454,4.57409001487175,1,0,0,0,4,org,11125,benign
101,76,8,9.5,4.618987667203091,1,0,0,0,3,com,6588,benign
155,97,20,4.85,4.698200818687251,1,0,3,0,2,com,9463,benign
95,60,12,5.0,4.662755314361737,1,0,6,0,3,com,5712,benign
115,95,0,1.0,4.26145975077447,1,0,0,0,3,com,8976,benign
102,80,6,13.333333333333334,4.510153814165595,0,1,1,0,2,com,8627,benign
104,71,17,4.176470588235294,4.824789840240475,1,0,1,0,3,com,9307,benign
104,81,9,9.0,4.603850359195404,0,1,1,0,2,com,8627,benign
156,54,53,1.0188679245283019,4.148642633208075,1,0,0,0,4,com,8521,benign
94,72,5,14.4,4.414881204146413,1,0,0,0,4,com,9073,benign
101,75,12,6.25,4.4179331475352015,1,0,0,0,6,com,6017,benign
86,63,6,10.5,4.434327739139709,1,0,0,0,3,com,4180,benign
83,59,10,5.9,4.429988944195535,1,0,0,0,1,com,7035,benign
111,85,5,17.0,4.76971024093078,0,1,3,0,1,org,9522,benign
140,115,6,19.166666666666668,4.400548600972349,1,0,0,0,3,net.ua,6339,benign
103,76,6,12.666666666666666,4.442156325515509,1,0,0,0,8,com,8765,benign
98,68,10,6.8,4.450405914543568,1,0,0,0,5,com,6056,benign
101,78,2,39.0,4.468047593750983,1,0,0,0,3,com,3976,benign
88,69,6,11.5,4.65854909687531,1,0,0,0,3,com,4682,benign
86,64,8,8.0,4.6076179175636325,1,0,0,0,6,com,6017,benign
91,70,6,11.666666666666666,4.5884406254174035,1,0,0,0,4,com,6259,benign
107,47,44,1.0681818181818181,4.516176179946352,1,0,0,0,4,net,9262,benign
87,52,21,2.4761904761904763,4.512720329995413,1,0,0,0,10,com,3266,benign
99,74,9,8.222222222222221,4.425155193489139,1,0,1,0,3,com,6605,benign
87,61,12,5.083333333333333,4.741938473786867,1,0,0,0,3,cc,4054,benign
96,79,0,1.0,4.214880499237668,1,0,0,0,3,com,8976,benign
265,92,88,1.0454545454545454,3.7058422422561015,1,0,0,0,6,net,9262,benign
122,94,8,11.75,4.389737996350503,1,0,0,0,5,com,6056,benign
100,66,14,4.714285714285714,4.635058587909841,0,1,2,0,1,com,6150,benign
224,82,67,1.2238805970149254,3.6867685833292376,1,0,0,0,4,net,3217,benign
89,61,12,5.083333333333333,4.502051658298451,1,0,0,0,5,com,8137,benign
100,85,0,1.0,4.438877785179456,1,0,2,0,3,net,8189,benign
93,73,3,24.333333333333332,4.385956383788256,1,0,0,0,2,com,7993,benign
128,92,11,8.363636363636363,4.762748516685345,1,0,0,0,3,cc,4054,benign
123,69,21,3.2857142857142856,4.974007168698591,1,0,4,0,2,com,2482,benign
149,97,30,3.2333333333333334,5.061388278163658,1,0,1,0,2,net,3907,benign
94,68,5,13.6,4.4583246930818685,1,0,0,0,7,com,8765,benign
132,111,0,1.0,4.363762783012532,1,0,0,0,4,com,7173,benign
192,60,68,0.8823529411764706,3.7083852084237163,1,0,0,0,4,net,3217,benign
111,72,25,2.88,4.945996695835921,1,0,1,0,2,net,3907,benign
87,76,0,1.0,4.249992377630374,0,1,0,0,5,ua,7151,benign
135,90,21,4.285714285714286,4.920357777652712,1,0,0,0,3,cc,4054,benign
95,73,9,8.11111111111111,4.46273096396096,1,0,0,0,2,com,4718,benign
87,57,17,3.3529411764705883,4.833114617132507,1,0,0,0,1,com,820,benign
108,86,6,14.333333333333334,4.494375097695854,0,1,1,0,2,com,8627,benign
309,121,99,1.2222222222222223,4.436194021626026,0,1,1,0,0,com,8023,benign
224,109,61,1.7868852459016393,4.800902411692151,0,1,2,0,0,com,8023,benign
84,59,10,5.9,4.6230391922414835,1,0,0,0,1,com,7131,benign
84,56,6,9.333333333333334,4.730107269142567,1,0,2,0,3,net,7379,benign
87,55,18,3.0555555555555554,4.414947486010625,1,0,0,0,10,com,3266,benign
134,84,32,2.625,5.009728560815832,1,0,1,0,2,net,3907,benign
100,62,16,3.875,4.65176322225732,1,0,0,0,3,net,7816,benign
83,60,11,5.454545454545454,4.662640077498031,1,0,0,0,5,com,9039,benign
91,67,10,6.7,4.5918088285652825,1,0,0,0,2,com,4718,benign
88,65,6,10.833333333333334,4.596597352395952,1,0,0,0,4,com,6259,benign
101,87,0,1.0,4.28005229526933,1,0,0,0,4,com,9039,benign
96,71,6,11.833333333333334,4.447167961845269,1,0,0,0,4,com,9673,benign
98,84,0,1.0,4.112394574597579,1,0,0,0,7,ru,4916,benign
113,82,6,13.666666666666666,4.615899318763262,1,0,9,0,2,net,1616,benign
134,81,35,2.3142857142857145,4.90433338875304,1,0,1,0,2,net,3907,benign
97,77,1,77.0,4.177547232998269,1,0,3,0,3,com,3992,benign
87,61,8,7.625,4.440712714978282,1,0,0,0,5,com,2874,benign
109,83,6,13.833333333333334,4.325540919514199,1,0,0,0,3,com,9565,benign
99,57,15,3.8,4.9584154281345425,1,0,4,0,2,com,2482,benign
97,49,19,2.5789473684210527,4.098948514185392,1,0,0,0,5,ru,7629,benign
92,65,8,8.125,4.415710431340299,1,0,0,0,5,com,4928,benign
100,72,8,9.0,4.5050939636863445,1,0,0,0,5,com,6056,benign
86,71,0,1.0,4.467628382478658,0,1,0,0,3,com,7807,benign
104,56,23,2.4347826086956523,4.755683195935732,0,1,1,0,1,com,7484,benign
89,69,0,1.0,4.0280304827626665,1,0,0,0,1,org,4088,benign
92,68,8,8.5,4.561848239589025,1,0,1,0,2,com,6179,benign
154,101,33,3.0606060606060606,4.887865212617674,1,0,1,0,2,net,3907,benign
99,83,0,1.0,4.2373658028205945,1,0,0,0,5,com,7173,benign
87,54,19,2.8421052631578947,4.412089439165948,1,0,0,0,10,com,3266,benign
88,74,1,74.0,4.173913336912208,1,0,0,0,5,ro,5771,benign
87,50,23,2.1739130434782608,4.416576330264377,1,0,0,0,10,com,3266,benign
83,63,7,9.0,4.616154649185699,1,0,0,0,4,net,4454,benign
90,67,6,11.166666666666666,4.524643864018538,1,0,0,0,4,com,6259,benign
95,71,9,7.888888888888889,4.549545972233702,1,0,0,0,2,com,6336,benign
86,65,6,10.833333333333334,4.2133263849404585,1,0,0,0,3,com,4180,benign
90,67,6,11.166666666666666,4.574248235648651,1,0,0,0,4,com,6259,benign
87,68,6,11.333333333333334,4.603526474017139,1,0,0,0,3,com,4180,benign
265,209,7,29.857142857142858,4.305113499731456,1,0,0,0,3,com,10018,benign
124,84,19,4.421052631578948,5.1487429022510804,1,0,0,0,3,cc,4054,benign
118,90,6,15.0,4.457494005877164,1,0,0,0,3,com,9565,benign
89,75,0,1.0,4.141165765596717,1,0,0,0,4,co.id,4862,benign
100,83,0,1.0,4.196126343372211,1,0,0,0,6,com,4297,benign
85,72,0,1.0,4.357206784891642,1,0,0,0,4,com,9307,benign
94,71,9,7.888888888888889,4.588525022417267,1,0,0,0,4,com,6056,benign
102,63,18,3.5,4.549938338578766,1,0,0,0,7,com,8765,benign
93,71,5,14.2,4.596068590487534,1,0,0,0,4,com,6259,benign
100,75,5,15.0,4.43196137829797,1,0,0,0,3,com,3266,benign
162,104,34,3.0588235294117645,4.844962992161466,1,0,1,0,2,net,3907,benign
117,98,1,98.0,4.087717081721096,1,0,0,0,7,co.id,4862,benign
102,73,9,8.11111111111111,4.62882184509935,1,0,1,0,4,com,820,benign
125,97,5,19.4,4.419673579288147,1,0,0,0,3,com,9584,benign
100,77,7,11.0,4.389116597192415,1,0,0,0,5,com,3784,benign
134,93,23,4.043478260869565,4.931011535393123,1,0,1,0,2,net,3907,benign
183,71,54,1.3148148148148149,4.042030118452876,1,0,0,0,4,com,8521,benign
186,136,27,5.037037037037037,4.892107930693387,1,0,1,0,2,net,3907,benign
103,80,1,80.0,4.513405059260449,1,0,5,0,3,in,5799,benign
104,81,7,11.571428571428571,4.519554288741487,1,0,0,0,3,com,6588,benign
106,82,6,13.666666666666666,4.6314462293093355,1,0,0,0,3,net.ua,6339,benign
105,78,10,7.8,4.708426574103849,1,0,1,0,1,com,4718,benign
87,60,10,6.0,4.356256141063281,1,0,0,0,5,com,9232,benign
98,32,35,0.9142857142857143,4.088301935554569,1,0,1,0,1,in,4509,benign
117,84,8,10.5,4.472650110316802,1,0,0,0,3,com,10327,benign
83,64,8,8.0,4.430771252222892,1,0,0,0,3,net,5156,benign
178,141,5,28.2,4.471360865774677,1,0,1,0,4,net,2525,benign
93,49,30,1.6333333333333333,4.9020099574679135,1,0,0,0,5,com,9383,benign
104,76,3,25.333333333333332,4.49174882448671,1,0,9,0,2,net,1616,benign
110,81,7,11.571428571428571,4.349472567831222,1,0,0,0,2,com,7384,benign
94,65,11,5.909090909090909,4.60191906732956,1,0,0,0,2,com,8073,benign
117,80,26,3.076923076923077,4.67830793097432,0,1,0,0,4,com,9452,benign
90,74,1,74.0,4.527328029798384,1,0,3,0,2,com,8024,benign
94,79,2,39.5,4.921639788659455,1,0,2,0,3,co.id,3089,benign
97,77,6,12.833333333333334,4.398552215915224,1,0,0,0,3,com,4682,benign
103,81,4,20.25,4.379171072767796,1,0,0,0,4,com,7173,benign
111,86,2,43.0,4.650386390312194,1,0,3,0,3,co.id,4862,benign
140,114,6,19.0,4.512491601845578,1,0,0,0,3,net.ua,6339,benign
83,68,0,1.0,4.2060119506318845,1,0,0,0,1,is,760,benign
84,63,6,10.5,4.320232750775055,1,0,0,0,4,com,9673,benign
160,102,35,2.914285714285714,4.910414959484921,1,0,1,0,2,net,3907,benign
84,59,9,6.555555555555555,4.458750274863148,1,0,0,0,4,com,6056,benign
137,112,1,112.0,4.3625245635036425,1,0,0,0,5,com,7173,benign
101,83,0,1.0,4.199627017483052,1,0,0,0,6,com,4297,benign
83,58,8,7.25,4.482540558821338,1,0,0,0,5,com,9232,benign
113,88,6,14.666666666666666,4.399875397088847,1,0,0,0,3,com,10327,benign
83,68,1,68.0,3.9911319761204878,1,0,0,0,5,ro,5771,benign
101,78,2,39.0,4.653898088138775,1,0,3,0,4,in,5799,benign
92,44,34,1.2941176470588236,4.815143174240982,1,0,0,0,5,com,9383,benign
113,89,2,44.5,4.621263061212697,1,0,3,0,4,in,5799,benign
121,103,0,1.0,4.292871190460974,1,0,0,0,5,com,7173,benign
123,91,8,11.375,4.533172587825824,0,1,1,0,2,com,8627,benign
106,74,17,4.352941176470588,4.856037054328183,1,0,1,0,3,com,9307,benign
91,50,28,1.7857142857142858,4.69038718981129,1,0,0,0,6,com,6017,benign
87,70,0,1.0,4.3612731202663015,1,0,0,0,2,com,7993,benign
163,128,9,14.222222222222221,4.811226597389743,1,0,1,0,0,com,8023,benign
